호선,역명,역코드,상하행,방면,탑승구,근접이동시설,승강기_일련번호,탑승구_층,방면_탑승구,승강장유형
2,신대방,231,상행,신림,8-3,에스컬레이터,1803-539,3F,신림 방면8-3,상대식
2,신대방,231,하행,구로디지털단지,3-1,에스컬레이터,1803-540,3F,구로디지털단지 방면3-1,상대식
2,신대방,231,하행,구로디지털단지,3-1,에스컬레이터,1803-541,3F,구로디지털단지 방면3-1,상대식
2,신대방,231,하행,구로디지털단지,7-1,에스컬레이터,1803-542,3F,구로디지털단지 방면7-1,상대식
2,신대방,231,상행,신림,3-4,엘리베이터,0020-955,3F,신림 방면3-4,상대식
2,신대방,231,하행,구로디지털단지,7-1,에스컬레이터,1803-543,3F,구로디지털단지 방면7-1,상대식
2,구로디지털단지,232,상행,신대방,3-1,계단,,,,상대식
2,구로디지털단지,232,상행,신대방,5-2,계단,,,,상대식
2,구로디지털단지,232,상행,신대방,6-4,계단,,,,상대식
2,구로디지털단지,232,상행,신대방,9-1,계단,,,,상대식
2,구로디지털단지,232,하행,대림,2-3,계단,,,,상대식
2,구로디지털단지,232,하행,대림,4-4,계단,,,,상대식
2,구로디지털단지,232,하행,대림,6-2,계단,,,,상대식
2,구로디지털단지,232,하행,대림,8-3,계단,,,,상대식
2,구로디지털단지,232,상행,신대방,3-4,엘리베이터,0019-757,3F,신대방 방면3-4,상대식
2,구로디지털단지,232,하행,대림,7-4,엘리베이터,0019-758,3F,대림 방면7-4,상대식
2,대림,233,하행,신도림,8-3,엘리베이터,0060-927,3F,신도림 방면8-3,상대식
2,대림,233,상행,구로디지털단지,2-1,계단,,,,상대식
2,대림,233,상행,구로디지털단지,4-1,계단,,,,상대식
2,대림,233,상행,구로디지털단지,7-4,계단,,,,상대식
2,대림,233,상행,구로디지털단지,7-4,계단,,,,상대식
2,대림,233,하행,신도림,2-1,계단,,,,상대식
2,대림,233,하행,신도림,4-1,계단,,,,상대식
2,대림,233,하행,신도림,9-3,계단,,,,상대식
2,대림,233,하행,신도림,9-3,계단,,,,상대식
2,대림,233,상행,구로디지털단지,3-2,엘리베이터,0060-928,3F,구로디지털단지 방면3-2,상대식
2,신도림,234,하행,문래,4-1,에스컬레이터,1807-302,B2,문래 방면4-1,복합식
2,신도림,234,하행,문래,7-4,엘리베이터,0085-969,B2,"대림 방면4-4, 문래 방면7-4",복합식
2,신도림,234,상행,대림,2-2,계단,,,,복합식
2,신도림,234,상행,대림,6-2,계단,,,,복합식
2,신도림,234,상행,대림,6-4,계단,,,,복합식
2,신도림,234,상행,대림,9-2,계단,,,,복합식
2,신도림,234,상행,대림,4-4,엘리베이터,0085-969,B2,"대림 방면4-4, 문래 방면7-4",복합식
2,신도림,234,상행,대림,3-2,엘리베이터,0098-197,B2,대림 방면3-2,복합식
2,신도림,234,상행,대림,4-2,에스컬레이터,1808-850,B2,대림 방면4-2,복합식
2,신도림,234,상행,대림,4-2,에스컬레이터,1808-849,B2,대림 방면4-2,복합식
2,신도림,234,상행,대림,5-1,에스컬레이터,1808-848,B2,대림 방면5-1,복합식
2,신도림,234,상행,대림,5-1,에스컬레이터,1808-847,B2,대림 방면5-1,복합식
2,신도림,234,상행,대림,7-3,에스컬레이터,1808-846,B2,대림 방면7-3,복합식
2,신도림,234,상행,대림,7-3,에스컬레이터,1808-845,B2,대림 방면7-3,복합식
2,신도림,234,상행,대림,7-3,에스컬레이터,1803-777,B2,대림 방면7-3,복합식
2,신도림,234,상행,대림,7-3,에스컬레이터,1803-776,B2,대림 방면7-3,복합식
2,문래,235,상행,신도림,7-4,엘리베이터,0021-258,B2,신도림 방면7-4,상대식
2,문래,235,하행,영등포구청,4-1,엘리베이터,0021-259,B2,영등포구청 방면4-1,상대식
2,문래,235,상행,신도림,3-1,계단,,,,상대식
2,문래,235,상행,신도림,4-3,계단,,,,상대식
2,문래,235,상행,신도림,7-4,계단,,,,상대식
2,문래,235,상행,신도림,9-2,계단,,,,상대식
2,문래,235,하행,영등포구청,2-3,계단,,,,상대식
2,문래,235,하행,영등포구청,4-1,계단,,,,상대식
2,문래,235,하행,영등포구청,7-2,계단,,,,상대식
2,문래,235,하행,영등포구청,8-4,계단,,,,상대식
2,영등포구청,236,상행,문래,8-4,엘리베이터,0021-255,B2,문래 방면8-4,상대식
2,영등포구청,236,하행,당산,3-1,엘리베이터,0021-256,B2,당산 방면3-1,상대식
2,영등포구청,236,상행,문래,2-3,계단,,,,상대식
2,영등포구청,236,상행,문래,4-2,계단,,,,상대식
2,영등포구청,236,상행,문래,7-4,계단,,,,상대식
2,영등포구청,236,상행,문래,9-3,계단,,,,상대식
2,영등포구청,236,하행,당산,3-1,계단,,,,상대식
2,영등포구청,236,하행,당산,7-4,계단,,,,상대식
2,영등포구청,236,하행,당산,9-3,계단,,,,상대식
2,당산,237,상행,영등포구청,8-3,엘리베이터,0020-068,3F,영등포구청 방면8-3,상대식
2,당산,237,하행,합정,3-2,엘리베이터,0020-069,3F,합정 방면3-2,상대식
2,당산,237,상행,영등포구청,3-1,계단,,,,상대식
2,당산,237,상행,영등포구청,4-4,계단,,,,상대식
2,당산,237,상행,영등포구청,8-4,계단,,,,상대식
2,당산,237,하행,합정,3-1,계단,,,,상대식
2,당산,237,하행,합정,7-1,계단,,,,상대식
2,당산,237,하행,합정,8-4,계단,,,,상대식
2,합정,238,하행,홍대입구,7-3,엘리베이터,0042-092,B2,홍대입구 방면7-3,상대식
2,합정,238,상행,당산,4-1,에스컬레이터,1800-427,B2,당산 방면4-1,상대식
2,합정,238,하행,홍대입구,7-3,에스컬레이터,1800-428,B2,홍대입구 방면7-3,상대식
2,합정,238,상행,당산,2-4,계단,,,,상대식
2,합정,238,상행,당산,4-4,계단,,,,상대식
2,합정,238,상행,당산,7-3,계단,,,,상대식
2,합정,238,상행,당산,9-1,계단,,,,상대식
2,합정,238,하행,홍대입구,4-1,계단,,,,상대식
2,합정,238,하행,홍대입구,7-1,계단,,,,상대식
2,합정,238,하행,홍대입구,8-4,계단,,,,상대식
2,합정,238,상행,당산,4-1,엘리베이터,0073-427,B2,당산 방면4-1,상대식
2,홍대입구,239,하행,신촌,4-3,엘리베이터,0102-349,B2,"합정 방면7-2, 신촌 방면4-3",섬식
2,홍대입구,239,상행,합정,4-2,에스컬레이터,1800-425,B2,"신촌 방면7-3, 합정 방면4-2",섬식
2,홍대입구,239,하행,신촌,7-4,에스컬레이터,1800-426,B2,"합정 방면4-1, 신촌 방면7-4",섬식
2,홍대입구,239,하행,신촌,7-3,에스컬레이터,1800-425,B2,"신촌 방면7-3, 합정 방면4-2",섬식
2,홍대입구,239,상행,합정,4-1,에스컬레이터,1800-426,B2,"합정 방면4-1, 신촌 방면7-4",섬식
2,홍대입구,239,상행,합정,7-2,엘리베이터,0102-349,B2,"합정 방면7-2, 신촌 방면4-3",섬식
2,신촌,240,상행,홍대입구,6-4,엘리베이터,0102-373,B2,홍대입구 방면6-4,상대식
2,신촌,240,하행,이대,4-4,엘리베이터,0102-374,B2,이대 방면4-4,상대식
2,신촌,240,상행,홍대입구,3-4,계단,,,,상대식
2,신촌,240,상행,홍대입구,5-3,계단,,,,상대식
2,신촌,240,상행,홍대입구,6-1,계단,,,,상대식
2,신촌,240,상행,홍대입구,7-4,계단,,,,상대식
2,신촌,240,하행,이대,4-1,계단,,,,상대식
2,신촌,240,하행,이대,5-4,계단,,,,상대식
2,신촌,240,하행,이대,6-2,계단,,,,상대식
2,신촌,240,하행,이대,8-1,계단,,,,상대식
2,이대,241,하행,아현,9-3,엘리베이터,0102-372,B2,"신촌 방면2-2, 아현 방면9-3",섬식
2,이대,241,상행,신촌,2-2,에스컬레이터,1800-770,B2,"아현 방면9-3, 신촌 방면2-2",섬식
2,이대,241,하행,아현,9-3,에스컬레이터,1800-771,B2,"신촌 방면2-2, 아현 방면9-3",섬식
2,이대,241,상행,신촌,9-3,에스컬레이터,1800-772,B2,"아현 방면2-2, 신촌 방면9-3",섬식
2,이대,241,하행,아현,2-2,에스컬레이터,1800-759,B2,"신촌 방면9-3, 아현 방면2-2",섬식
2,이대,241,하행,아현,9-3,계단,,,,섬식
2,이대,241,하행,아현,9-3,에스컬레이터,1800-770,B2,"아현 방면9-3, 신촌 방면2-2",섬식
2,이대,241,상행,신촌,2-2,에스컬레이터,1800-771,B2,"신촌 방면2-2, 아현 방면9-3",섬식
2,이대,241,하행,아현,2-2,에스컬레이터,1800-772,B2,"아현 방면2-2, 신촌 방면9-3",섬식
2,이대,241,상행,신촌,9-3,에스컬레이터,1800-759,B2,"신촌 방면9-3, 아현 방면2-2",섬식
2,이대,241,상행,신촌,2-2,계단,,,,섬식
2,이대,241,상행,신촌,2-2,엘리베이터,0102-372,B2,"신촌 방면2-2, 아현 방면9-3",섬식
2,아현,242,상행,이대,7-2,엘리베이터,0102-369,B2,이대 방면7-2,상대식
2,아현,242,하행,충정로,4-3,엘리베이터,0102-370,B2,충정로 방면4-3,상대식
2,아현,242,상행,이대,3-2,계단,,,,상대식
2,아현,242,상행,이대,5-1,계단,,,,상대식
2,아현,242,상행,이대,7-4,계단,,,,상대식
2,아현,242,상행,이대,9-3,계단,,,,상대식
2,아현,242,하행,충정로,2-2,계단,,,,상대식
2,아현,242,하행,충정로,4-1,계단,,,,상대식
2,아현,242,하행,충정로,6-4,계단,,,,상대식
2,아현,242,하행,충정로,8-3,계단,,,,상대식
2,충정로,243,하행,시청,9-4,엘리베이터,0039-953,B3,"아현 방면2-1, 시청 방면9-4",섬식
2,충정로,243,상행,아현,4-4,에스컬레이터,1809-482,B2,"시청 방면7-1, 아현 방면4-4",섬식
2,충정로,243,하행,시청,7-1,에스컬레이터,1809-483,B2,"아현 방면4-4, 시청 방면7-1",섬식
2,충정로,243,하행,시청,9-4,계단,,,,섬식
2,충정로,243,하행,시청,8-1,계단,,,,섬식
2,충정로,243,하행,시청,2-4,계단,,,,섬식
2,충정로,243,하행,시청,7-1,에스컬레이터,1809-482,B2,"시청 방면7-1, 아현 방면4-4",섬식
2,충정로,243,상행,아현,4-4,에스컬레이터,1809-483,B2,"아현 방면4-4, 시청 방면7-1",섬식
2,충정로,243,상행,아현,2-1,계단,,,,섬식
2,충정로,243,상행,아현,3-4,계단,,,,섬식
2,충정로,243,상행,아현,9-1,계단,,,,섬식
2,충정로,243,상행,아현,2-1,엘리베이터,0039-953,B3,"아현 방면2-1, 시청 방면9-4",섬식
2,용답,211-1,상행,신답,2-3,계단,,,,상대식
2,용답,211-1,하행,성수,3-2,계단,,,,상대식
2,용답,211-1,상행,신답,2-2,엘리베이터,0158-589,2F,신답 방면2-2,상대식
2,용답,211-1,하행,성수,3-3,엘리베이터,0158-588,2F,성수 방면3-3,상대식
2,신답,211-2,하행,용답,3-2,엘리베이터,0104-461,1F,용답 방면3-2,상대식
2,신답,211-2,상행,용두,2-4,엘리베이터,0039-326,1F,용두 방면2-4,상대식
2,신답,211-2,상행,용두,3-2,계단,,,,상대식
2,신답,211-2,하행,용답,3-1,계단,,,,상대식
2,신설동,211-4,하행,용두,1-1,계단,,,,상대식
2,신설동,211-4,상행,신설동,4-4,엘리베이터,0027-703,B2,신설동 방면4-4,상대식
2,도림천,234-1,상행,신도림,4-4,엘리베이터,0022-597,B3,신도림 방면4-4,상대식
2,도림천,234-1,하행,양천구청,2-4,엘리베이터,0022-596,B3,양천구청 방면2-4,상대식
2,도림천,234-1,상행,신도림,2-2,계단,,,,상대식
2,도림천,234-1,상행,신도림,4-1,계단,,,,상대식
2,도림천,234-1,하행,양천구청,3-4,계단,,,,상대식
2,도림천,234-1,하행,양천구청,5-3,계단,,,,상대식
2,양천구청,234-2,하행,신정네거리,4-1,엘리베이터,0020-959,B2,신정네거리 방면4-1,상대식
2,양천구청,234-2,상행,도림천,3-3,엘리베이터,0020-960,B2,도림천 방면3-3,상대식
2,양천구청,234-2,상행,도림천,2-3,계단,,,,상대식
2,양천구청,234-2,상행,도림천,5-1,계단,,,,상대식
2,양천구청,234-2,하행,신정네거리,2-3,계단,,,,상대식
2,양천구청,234-2,하행,신정네거리,5-1,계단,,,,상대식
2,신정네거리,234-3,하행,까치산,4-1,엘리베이터,0060-930,B3,까치산 방면4-1,상대식
2,신정네거리,234-3,상행,양천구청,3-4,엘리베이터,0060-931,B3,양천구청 방면3-4,상대식
2,신정네거리,234-3,상행,양천구청,3-1,계단,,,,상대식
2,신정네거리,234-3,상행,양천구청,5-1,계단,,,,상대식
2,신정네거리,234-3,하행,까치산,2-3,계단,,,,상대식
2,신정네거리,234-3,하행,까치산,4-4,계단,,,,상대식
2,용두,211-3,상행,신설동,2-4,에스컬레이터,1809-045,B1,신설동 방면2-4,상대식
2,용두,211-3,하행,신답,3-1,에스컬레이터,1809-046,B1,신답 방면3-1,상대식
2,용두,211-3,상행,신설동,4-3,엘리베이터,0054-021,B1,신설동 방면4-3,상대식
2,용두,211-3,상행,신설동,3-1,계단,,,,상대식
2,용두,211-3,하행,신답,2-4,계단,,,,상대식
2,용두,211-3,하행,신답,1-1,엘리베이터,0054-022,B1,신답 방면1-1,상대식
3,지축,319,하행,구파발,2-2,엘리베이터,2040-730,2F,"삼송 방면9-3, 구파발 방면2-2",섬식
3,지축,319,하행,구파발,7-3,계단,,,,섬식
3,지축,319,하행,구파발,3-4,계단,,,,섬식
3,지축,319,상행,삼송,9-3,엘리베이터,2040-730,2F,"삼송 방면9-3, 구파발 방면2-2",섬식
3,지축,319,상행,삼송,4-2,계단,,,,섬식
3,지축,319,상행,삼송,8-1,계단,,,,섬식
3,구파발,320,하행,연신내,6-2,엘리베이터,0081-259,B2,"지축 방면5-3, 연신내 방면6-2",섬식
3,구파발,320,하행,연신내,9-4,계단,,,,섬식
3,구파발,320,하행,연신내,5-2,계단,,,,섬식
3,구파발,320,하행,연신내,2-2,계단,,,,섬식
3,구파발,320,상행,지축,2-1,계단,,,,섬식
3,구파발,320,상행,지축,6-3,계단,,,,섬식
3,구파발,320,상행,지축,9-3,계단,,,,섬식
3,구파발,320,상행,지축,5-3,엘리베이터,0081-259,B2,"지축 방면5-3, 연신내 방면6-2",섬식
3,연신내,321,하행,불광,5-4,엘리베이터,0102-345,B2,"구파발 방면6-1, 불광 방면5-4",섬식
3,연신내,321,하행,불광,10-2,계단,,,,섬식
3,연신내,321,하행,불광,6-4,계단,,,,섬식
3,연신내,321,하행,불광,5-1,계단,,,,섬식
3,연신내,321,하행,불광,2-2,계단,,,,섬식
3,연신내,321,상행,구파발,6-1,엘리베이터,0102-345,B2,"구파발 방면6-1, 불광 방면5-4",섬식
3,연신내,321,상행,구파발,1-3,계단,,,,섬식
3,연신내,321,상행,구파발,5-1,계단,,,,섬식
3,연신내,321,상행,구파발,6-4,계단,,,,섬식
3,연신내,321,상행,구파발,9-3,계단,,,,섬식
3,불광,322,상행,연신내,3-3,엘리베이터,0039-994,B2,연신내 방면3-3,상대식
3,불광,322,하행,녹번,8-2,엘리베이터,0002-833,B2,녹번 방면8-2,상대식
3,불광,322,상행,연신내,2-4,계단,,,,상대식
3,불광,322,상행,연신내,4-2,계단,,,,상대식
3,불광,322,상행,연신내,7-1,계단,,,,상대식
3,불광,322,상행,연신내,8-4,계단,,,,상대식
3,불광,322,하행,녹번,3-1,계단,,,,상대식
3,불광,322,하행,녹번,4-3,계단,,,,상대식
3,불광,322,하행,녹번,7-3,계단,,,,상대식
3,불광,322,하행,녹번,9-1,계단,,,,상대식
3,녹번,323,하행,홍제,8-4,엘리베이터,0102-399,B2,"불광 방면3-1, 홍제 방면8-4",섬식
3,녹번,323,상행,불광,3-1,엘리베이터,0102-399,B2,"불광 방면3-1, 홍제 방면8-4",섬식
3,녹번,323,하행,홍제,9-4,계단,,,,섬식
3,녹번,323,하행,홍제,8-1,계단,,,,섬식
3,녹번,323,하행,홍제,4-3,계단,,,,섬식
3,녹번,323,하행,홍제,2-4,계단,,,,섬식
3,녹번,323,상행,불광,2-1,계단,,,,섬식
3,녹번,323,상행,불광,3-4,계단,,,,섬식
3,녹번,323,상행,불광,7-2,계단,,,,섬식
3,녹번,323,상행,불광,9-1,계단,,,,섬식
3,홍제,324,하행,무악재,8-1,엘리베이터,0102-346,B3,"녹번 방면3-4, 무악재 방면8-1",섬식
3,홍제,324,상행,녹번,3-4,엘리베이터,0102-346,B3,"녹번 방면3-4, 무악재 방면8-1",섬식
3,홍제,324,하행,무악재,8-4,계단,,,,섬식
3,홍제,324,하행,무악재,7-1,계단,,,,섬식
3,홍제,324,하행,무악재,5-1,계단,,,,섬식
3,홍제,324,하행,무악재,3-1,계단,,,,섬식
3,홍제,324,상행,녹번,3-1,계단,,,,섬식
3,홍제,324,상행,녹번,4-4,계단,,,,섬식
3,홍제,324,상행,녹번,6-4,계단,,,,섬식
3,홍제,324,상행,녹번,8-4,계단,,,,섬식
3,무악재,325,상행,홍제,3-3,엘리베이터,0082-061,B3,홍제 방면3-3,상대식
3,무악재,325,하행,독립문,8-2,엘리베이터,0082-062,B3,독립문 방면8-2,상대식
3,무악재,325,상행,홍제,2-4,계단,,,,상대식
3,무악재,325,상행,홍제,4-4,계단,,,,상대식
3,무악재,325,상행,홍제,7-1,계단,,,,상대식
3,무악재,325,상행,홍제,9-1,계단,,,,상대식
3,무악재,325,하행,독립문,2-4,계단,,,,상대식
3,무악재,325,하행,독립문,4-4,계단,,,,상대식
3,무악재,325,하행,독립문,7-1,계단,,,,상대식
3,무악재,325,하행,독립문,9-1,계단,,,,상대식
3,독립문,326,하행,경복궁,7-1,에스컬레이터,1800-879,B3,"무악재 방면4-4, 경복궁 방면7-1",섬식
3,독립문,326,하행,경복궁,4-1,에스컬레이터,1800-898,B3,"무악재 방면7-4, 경복궁 방면4-1",섬식
3,독립문,326,하행,경복궁,2-4,엘리베이터,0039-996,B3,"무악재 방면9-1, 경복궁 방면2-4",섬식
3,독립문,326,상행,무악재,4-4,에스컬레이터,1800-879,B3,"무악재 방면4-4, 경복궁 방면7-1",섬식
3,독립문,326,상행,무악재,7-4,에스컬레이터,1800-898,B3,"무악재 방면7-4, 경복궁 방면4-1",섬식
3,독립문,326,하행,경복궁,9-1,계단,,,,섬식
3,독립문,326,하행,경복궁,7-1,계단,,,,섬식
3,독립문,326,하행,경복궁,4-1,계단,,,,섬식
3,독립문,326,상행,무악재,9-1,엘리베이터,0039-996,B3,"무악재 방면9-1, 경복궁 방면2-4",섬식
3,독립문,326,상행,무악재,2-4,계단,,,,섬식
3,독립문,326,상행,무악재,4-4,계단,,,,섬식
3,독립문,326,상행,무악재,7-4,계단,,,,섬식
3,경복궁,327,하행,안국,9-1,에스컬레이터,1800-308,B3,"독립문 방면2-4, 안국 방면9-1",섬식
3,경복궁,327,상행,독립문,8-3,에스컬레이터,1800-003,B3,"안국 방면3-2, 독립문 방면8-3",섬식
3,경복궁,327,상행,독립문,8-3,에스컬레이터,1800-004,B3,"안국 방면3-2, 독립문 방면8-3",섬식
3,경복궁,327,하행,안국,5-3,엘리베이터,0000-388,B3,"독립문 방면6-2, 안국 방면5-3",섬식
3,경복궁,327,상행,독립문,2-4,에스컬레이터,1800-315,B3,"안국 방면9-1, 독립문 방면2-4",섬식
3,경복궁,327,하행,안국,9-1,에스컬레이터,1800-315,B3,"안국 방면9-1, 독립문 방면2-4",섬식
3,경복궁,327,상행,독립문,2-4,에스컬레이터,1800-308,B3,"독립문 방면2-4, 안국 방면9-1",섬식
